airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
qatar-airways,10,the best business class, Australia ,2018-06-13,Boeing 777-300ER,Solo Leisure,Business Class,Houston to Bangkok via Doha,June 2018,5,5,4,0,5,0,4,1,2018,6
qatar-airways,10,the best service I have experienced, Australia ,2018-06-11,Boeing 777-300ER,Solo Leisure,Business Class,Washington to Doha ,June 2018,5,5,3,4,5,3,4,1,2018,6
qatar-airways,3,missed our connection flight, Australia ,2018-06-09,,Couple Leisure,Economy Class,Bali to New York via Doha,June 2018,3,4,3,4,1,2,3,0,2018,6
qatar-airways,9,I was extremely impressed, Australia ,2018-06-06,,Solo Leisure,Business Class,Auckland to Manchester via Doha,April 2018,5,5,5,3,5,0,4,1,2018,6
qatar-airways,3,Qsuite 3K  was really good, Australia ,2018-06-05,Boeing 777,Business,Business Class,Doha to Mumbai,May 2018,4,2,0,0,3,0,2,0,2018,6
qatar-airways,2,I had to make my own bed, Australia ,2018-06-01,Boeing 777-300,Solo Leisure,Business Class,Canberra to Doha via Sydney,May 2018,2,2,1,3,5,0,1,0,2018,6
qatar-airways,10,our airline of choice, New Zealand ,2018-04-12,Boeing 777,Business,Business Class,Auckland to Cape Town via Doha,April 2018,5,5,5,5,5,0,5,1,2018,4
qatar-airways,6,staff are the best thing, New Zealand ,2018-04-10,,Couple Leisure,Economy Class,Edinburgh to Perth via Doha,April 2018,4,2,1,3,5,0,3,0,2018,4
qatar-airways,7,Qatar Airways customer review, New Zealand ,2018-04-10,A350,Solo Leisure,Economy Class,Doha to London Heathrow,April 2018,3,4,4,3,4,0,3,1,2018,4
qatar-airways,10,Definitely a 5 star airline, New Zealand ,2018-04-07,A380,Solo Leisure,Economy Class,Dublin to Melbourne via Doha,April 2018,4,5,4,0,4,0,4,1,2018,4
qatar-airways,3,he changed my cutlery, New Zealand ,2018-04-07,A380,Solo Leisure,Economy Class,Paris to Doha,April 2018,4,1,1,5,4,5,2,0,2018,4
qatar-airways,10,unbelievable high standards, New Zealand ,2018-04-05,Boeing 777-200LR,Solo Leisure,Business Class,Doha to Auckland,April 2018,5,5,5,5,3,0,4,1,2018,4
qatar-airways,10,onboard service is unbeatable, New Zealand ,2018-04-01,A350-900,Family Leisure,Economy Class,Doha to Munich,March 2018,5,5,5,5,5,0,5,1,2018,4
qatar-airways,8,cabin crew were pleasant, New Zealand ,2018-03-30,Boeing 787-8 / A321,Solo Leisure,Economy Class,Manchester to Delhi via Doha,March 2018,4,5,3,3,4,1,4,1,2018,3
qatar-airways,8,Seat was very comfortable, New Zealand ,2018-03-27,Boeing 777-300,Business,Business Class,Ahmedabad to Chicago via Doha,May 2017,5,5,5,5,4,0,4,1,2018,3
qatar-airways,4,Food quality was poor, New Zealand ,2018-03-27,A380-800,Couple Leisure,Economy Class,London to Doha,March 2018,1,2,2,5,4,0,4,0,2018,3
qatar-airways,10,Qatar Airways customer review, Qatar ,2018-05-31,Boeing 777-300ER,Solo Leisure,Business Class,Doha to Washington,May 2018,5,5,5,5,5,0,5,1,2018,5
qatar-airways,9,I was very much impressed, Qatar ,2018-05-24,,Solo Leisure,Economy Class,Jakarta to Amsterdam via Doha,May 2018,5,5,5,4,5,0,5,1,2018,5
qatar-airways,5,no moisturizer in the toilets, Qatar ,2018-05-22,,Business,Economy Class,Melbourne to Berlin via Doha,May 2018,2,2,3,4,2,0,3,0,2018,5
qatar-airways,7,atrocious check-in personnel, Qatar ,2018-05-19,Boeing 787-8,Business,Economy Class,London to Doha,April 2018,4,4,4,4,1,2,2,0,2018,5
qatar-airways,10,entire experience was amazing, Qatar ,2018-05-18,Boeing 777 / 787,Business,Business Class,Shanghai to Stockholm via Doha,May 2018,5,5,5,5,5,5,5,1,2018,5
qatar-airways,10,a very good experience, Qatar ,2018-05-16,Boeing 777-300ER,Family Leisure,Business Class,Denpasar to Paris via Doha,March 2018,5,5,4,4,4,4,5,1,2018,5
qatar-airways,10,one of the best airlines, Qatar ,2018-05-16,,Solo Leisure,Business Class,Muscat to London via Doha,January 2018,5,5,5,4,5,5,5,1,2018,5
qatar-airways,3,we had 6 kgs overweight, Qatar ,2018-05-15,Boeing 777-300ER,Family Leisure,Business Class,Johannesburg to Doha,May 2018,5,5,1,5,1,4,2,1,2018,5
qatar-airways,7,Boeing 787 was cramped, Qatar ,2018-05-15,A350-900,Solo Leisure,Economy Class,Adelaide to Manchester via Doha,May 2018,4,4,4,3,5,1,5,1,2018,5
qatar-airways,4,I would not fly again, Qatar ,2018-05-14,A330 / A350,Solo Leisure,Business Class,Kuwait to Singapore via Doha,May 2018,3,5,3,0,4,0,1,0,2018,5
qatar-airways,9,atmosphere is much warmer, United Kingdom ,2018-03-26,Boeing 787,Couple Leisure,Business Class,Oslo to Doha,March 2018,5,4,4,3,4,1,5,1,2018,3
qatar-airways,10,well ahead of most business seats, United Kingdom ,2018-03-26,A380,Couple Leisure,Business Class,Doha to Sydney,March 2018,5,5,4,3,4,1,5,1,2018,3
qatar-airways,10,It was a pleasant flight, United Kingdom ,2018-03-25,B777-300ER,Couple Leisure,Business Class,Phuket to Doha ,March 2018,5,5,5,5,3,0,5,1,2018,3
qatar-airways,10,really enjoyed the travel, United Kingdom ,2018-03-20,A330-300,Family Leisure,Economy Class,New York to Dhaka via Doha,February 2018,4,5,5,5,5,5,5,1,2018,3
qatar-airways,3,Qatar Airways customer review, United Kingdom ,2018-03-20,Boeing 777,Couple Leisure,Economy Class,Doha to Atlanta,March 2018,3,3,1,3,1,0,3,0,2018,3
qatar-airways,1,delay and no compensation, United Kingdom ,2018-03-19,,Solo Leisure,Economy Class,Jakarta to Warsaw via Doha,March 2018,5,3,4,5,1,0,3,0,2018,3
qatar-airways,7,Qatar A380 business has to be my favorite, United Kingdom ,2018-03-17,A380 / Boeing 787,Solo Leisure,Business Class,Bangkok to Copenhagen via Doha,March 2018,5,3,1,4,5,2,5,1,2018,3
qatar-airways,6,superior to majority of other airlines, United Kingdom ,2018-03-17,A380 QR905 9feb,Solo Leisure,Business Class,Melbourne to Dublin  via Doha,February 2018,4,3,4,2,2,1,2,1,2018,3
qatar-airways,2,snack food tasted awful, United Kingdom ,2018-03-17,Boeing 777-300,Couple Leisure,Economy Class,Johannesburg to Houston via Doha,March 2018,1,2,2,0,1,0,1,0,2018,3
qatar-airways,10,pleasant trip with Qatar Airways, United Kingdom ,2018-03-15,Boeing 773-ER / 787-8 / A330-300,Couple Leisure,Economy Class,Frankfurt to Ho Chi Minh City via Doha,March 2018,4,5,5,4,3,3,5,1,2018,3
qatar-airways,2,said they would write report, Singapore ,2018-05-14,,Couple Leisure,Business Class,Doha to Singapore,May 2018,5,3,1,2,1,0,1,0,2018,5
qatar-airways,5,seating and food could be better, Singapore ,2018-05-13,,Couple Leisure,Economy Class,London to Ho Chi Minh City via Doha,May 2018,2,5,3,3,3,3,3,0,2018,5
qatar-airways,8,"crew was really patient, polite", Singapore ,2018-05-12,Boeing 787-8,Solo Leisure,Economy Class,Doha to Bangkok,February 2018,5,5,3,5,3,3,4,1,2018,5
qatar-airways,7,I loved the flight, Singapore ,2018-05-12,Boeing 787-8,Solo Leisure,Economy Class,Vienna to Doha,February 2018,5,3,3,5,1,3,4,1,2018,5
qatar-airways,8,service was impeccable, Singapore ,2018-05-06,Boeing 787,Couple Leisure,Business Class,Edinburgh to Bangkok via Doha,April 2018,3,5,4,2,1,1,5,1,2018,5
qatar-airways,10,Impressive service, Singapore ,2018-05-06,Boeing 777-300ER,Couple Leisure,Business Class,Bangkok to Edinburgh via Doha,April 2018,4,5,4,3,5,1,5,1,2018,5
qatar-airways,5,"Onboard did not see many smiles
", Singapore ,2018-05-05,Boeing 777,Solo Leisure,Economy Class,Colombo to Amsterdam via Doha,May 2018,5,3,3,4,1,0,4,1,2018,5
qatar-airways,10,very professional and courteous, Singapore ,2018-04-30,A350,Solo Leisure,Business Class,Miami to Doha,March 2018,5,5,5,5,5,4,5,1,2018,4
qatar-airways,9,I was very comfortable, Singapore ,2018-04-30,,Solo Leisure,Economy Class,Atlanta to Bangkok via Doha,April 2018,5,5,4,5,5,0,4,1,2018,4
qatar-airways,10,An excellent experience, Singapore ,2018-04-28,Boeing 777-300,Family Leisure,Business Class,Doha to Johannesburg,April 2018,5,5,4,5,5,0,3,1,2018,4
qatar-airways,6,very attentive and caring, Sri Lanka ,2018-04-25,,Business,Business Class,Colombo to Philadelphia via Doha,April 2018,3,5,5,4,4,0,4,1,2018,4
qatar-airways,10,exceptional in every way, Sri Lanka ,2018-04-25,,Family Leisure,Economy Class,Dublin to Auckland via Doha,April 2018,5,5,5,5,5,5,5,1,2018,4
qatar-airways,9,"simply outstanding
", Sri Lanka ,2018-04-24,Boeing 787,Couple Leisure,Business Class,Birmingham to Penang via Doha,April 2018,4,5,5,5,5,0,5,1,2018,4
qatar-airways,9,offer an incredibly good service, Sri Lanka ,2018-04-18,Boeing 777 / 787,Business,Business Class,Hong Kong to Dublin via Doha,April 2018,4,5,5,4,5,2,3,1,2018,4
qatar-airways,10,crew on board were fantastic, Sri Lanka ,2018-04-18,Boeing 787 / 777,Solo Leisure,Business Class,Birmingham to Manila via Doha,April 2018,5,5,5,4,5,0,5,1,2018,4
qatar-airways,2,my suitcase was damaged, Sri Lanka ,2018-04-14,Boeing 787,Solo Leisure,Economy Class,Johannesburg to Edinburgh via Doha,April 2018,1,4,2,2,2,0,2,0,2018,4
qatar-airways,8,flight attendant was excellent, Sri Lanka ,2018-04-14,A350 / Boeing 777,Couple Leisure,Business Class,Adelaide to Frankfurt via Doha,April 2018,4,5,3,5,5,3,4,1,2018,4
qatar-airways,7,onboard service is fantastic, Sri Lanka ,2018-04-14,A350/Boeing 787,Solo Leisure,Economy Class,New York JFK to Kigali via Doha,April 2018,4,5,5,5,1,3,5,1,2018,4
qatar-airways,9,the service was superb, Sri Lanka ,2018-04-13,Boeing 777-200LR,Solo Leisure,Business Class,Auckland to Doha ,April 2018,5,5,5,5,1,0,4,1,2018,4
qatar-airways,7,FAs are the best in the air, Sri Lanka ,2018-04-12,A330 + Boeing 787-800,Business,Business Class,Ho Chi Minh City to Kigali via Doha,April 2018,4,5,4,4,4,1,3,1,2018,4
qatar-airways,6,found the crew to be pleasant, United Kingdom ,2018-03-13,A380,Solo Leisure,Economy Class,London to Sydney via Doha,March 2018,3,4,1,4,3,0,4,1,2018,3
qatar-airways,5,overall disappointing, United Kingdom ,2018-03-11,Boeing 787-8,Family Leisure,Economy Class,Barcelona to Melbourne via Doha,March 2018,2,3,2,3,4,2,4,0,2018,3
qatar-airways,8,friendly and had a genuine warmth, United Kingdom ,2018-03-07,Boeing 787/777,Solo Leisure,Business Class,Copenhagen to Bangkok via Doha,March 2018,3,4,4,4,5,1,5,1,2018,3
qatar-airways,9,One of the best flights, United Kingdom ,2018-03-06,A350-900,Family Leisure,Business Class,Doha to Paris CDG,March 2018,5,5,4,3,5,5,4,1,2018,3
qatar-airways,10,the best guest experience, United Kingdom ,2018-03-06,,Business,Business Class,Bangkok to Doha,March 2018,5,5,5,5,5,0,5,1,2018,3
qatar-airways,4,most uncomfortable seat, United Kingdom ,2018-03-04,Boeing 777ER,Business,Business Class,Frankfurt to Cape Town via Doha,February 2018,1,4,3,3,4,0,3,0,2018,3
qatar-airways,2,not possible for me to get my luggage, United Kingdom ,2018-03-03,,Business,Economy Class,Barcelona to Adelaide via Doha,March 2018,4,4,4,3,1,2,5,0,2018,3
qatar-airways,10,cabin crew went above and beyond, United Kingdom ,2018-03-02,Boeing 787-8 / A380-800,Solo Leisure,Economy Class,Birmingham to Melbourne via Doha,March 2018,5,5,5,5,5,5,5,1,2018,3
qatar-airways,7,FAs are excellent – world-class, United Kingdom ,2018-03-02,A330,Business,Business Class,Kigali to Ho Chi Minh City via Doha,February 2018,2,5,3,3,5,1,1,1,2018,3
qatar-airways,10,Thanks for the great trip, United Kingdom ,2018-03-01,,Solo Leisure,Economy Class,Boston to Bangkok via Doha,February 2018,4,4,5,5,5,5,5,1,2018,3
qatar-airways,8,nearly 2 extra inches on most airlines, Australia ,2018-02-28,A380,Solo Leisure,Economy Class,London to Melbourne via Doha,February 2018,5,5,3,3,5,2,4,1,2018,2
qatar-airways,1,made people wait for 5 hours, Australia ,2018-02-27,Boeing 777-300ER,Solo Leisure,Economy Class,Islamabad to Montreal via Doha,February 2018,2,4,0,3,1,0,1,0,2018,2
qatar-airways,10,Qatar Airways staff helped us, Australia ,2018-02-26,,Family Leisure,Economy Class,Chicago to Hyderabad via Doha,January 2018,4,5,4,5,5,0,5,1,2018,2
qatar-airways,5,"crew were nice, polite and friendly", Australia ,2018-02-25,,Solo Leisure,Economy Class,Singapore to Berlin via Doha,November 2017,5,4,3,5,3,0,1,0,2018,2
qatar-airways,5,Breakfast served was poor, Australia ,2018-02-24,Boeing 777-300ER,Business,Economy Class,Karachi to London via Doha,February 2018,3,3,1,3,3,0,3,1,2018,2
qatar-airways,8,Cabin crew efficient and pleasant, Australia ,2018-02-24,A380 / Boeing 787,Business,Economy Class,London to Lahore via Doha,February 2018,4,4,3,3,4,0,4,1,2018,2
qatar-airways,3,luggage handling is infuriating, Australia ,2018-02-24,Boeing 777-300,Business,Economy Class,Chicago to Doha,February 2018,2,3,3,3,1,0,2,0,2018,2
qatar-airways,10,absolutely brilliant standards, Australia ,2018-02-23,,Solo Leisure,Economy Class,London Heathrow to Islamabad via Doha,February 2018,5,5,5,5,5,0,5,1,2018,2
qatar-airways,10,staff was very helpful, Australia ,2018-02-22,A320 / A330,Family Leisure,Economy Class,Tbilisi to Kuala Lumpur via Baku / Doha,February 2018,4,5,5,5,5,3,4,1,2018,2
qatar-airways,10,decent food and service, Australia ,2018-02-22,"A330, A380",Solo Leisure,Business Class,Venice to Bangkok via Doha,February 2018,5,5,5,4,4,0,5,1,2018,2
qatar-airways,6,some flights below average, United States ,2018-02-19,Boeing 787,Solo Leisure,Business Class,Marrakech to Doha,February 2018,1,3,2,0,2,0,2,1,2018,2
qatar-airways,1,most unpleasant check-in experience, United States ,2018-02-16,,Solo Leisure,Economy Class,London to Chiang Mai via Doha,February 2018,4,4,3,3,1,3,4,0,2018,2
qatar-airways,10,An excellent experience, United States ,2018-02-11,Boeing 777,Solo Leisure,Economy Class,Doha to Miami,February 2018,5,5,5,5,5,0,5,1,2018,2
qatar-airways,8,crew was very organized, United States ,2018-02-11,,Solo Leisure,Economy Class,Philadelphia to Manila via Doha,February 2018,3,5,4,4,5,2,5,1,2018,2
qatar-airways,9,staff did all the handling very well, United States ,2018-02-09,,Solo Leisure,Economy Class,Doha to Kathmandu,January 2018,3,4,4,5,4,3,5,1,2018,2
qatar-airways,7,staff were very respectful and advising, United States ,2018-01-27,A330,Business,Business Class,"Ho Chi Minh to Kigali via Doha, Entebbe ",January 2018,3,5,3,4,5,1,2,1,2018,1
qatar-airways,9,they are pretty comfortable, United States ,2018-01-25,A350,Solo Leisure,Economy Class,Munich to Doha,January 2018,4,5,4,4,5,2,4,1,2018,1
qatar-airways,9,Excellent flight, United States ,2018-01-24,A330-300,Solo Leisure,Business Class,Athens to Doha,November 2017,5,5,5,5,4,0,3,1,2018,1
qatar-airways,9,"Overall, highly recommended!", United States ,2018-01-22,A330-300 / Boeing 787-8,Solo Leisure,Business Class,Berlin to Kuala Lumpur via Doha,December 2017,5,5,4,5,4,4,5,1,2018,1
qatar-airways,10,thank the cabin staff, United States ,2018-01-21,Boeing 777-300ER,Family Leisure,Economy Class,Washington to Doha,January 2018,5,5,4,0,5,0,5,1,2018,1
qatar-airways,8,crew are superb and helpful, United Kingdom ,2018-01-21,A330-200,Solo Leisure,Economy Class,Maputo to Doha,January 2018,5,5,5,4,5,0,5,1,2018,1
qatar-airways,6,impossible as the plane was full, United Kingdom ,2018-01-20,,Solo Leisure,Economy Class,Bangkok to Zurich via Doha,December 2017,1,4,3,2,4,0,4,0,2018,1
qatar-airways,10,are absolutely fabulous, United Kingdom ,2018-01-15,Boeing 787-8 / A380-900,Solo Leisure,Economy Class,Manchester to Bangkok via Doha,November 2017,5,4,4,4,5,0,5,1,2018,1
qatar-airways,4,there is no foot rest, United Kingdom ,2018-01-15,,Couple Leisure,Economy Class,Melbourne to Geneva via Doha,January 2018,2,4,5,3,1,3,3,0,2018,1
qatar-airways,7,the crew was outstanding, United Kingdom ,2018-01-15,Boeing 777-300ER,Solo Leisure,Business Class,Dallas Ft Worth to Colombo via Doha,December 2017,2,5,3,2,3,0,3,1,2018,1
qatar-airways,10,service very friendly, United Kingdom ,2018-01-13,A330,Couple Leisure,Economy Class,São Paulo to Athens via Doha,September 2017,4,5,5,3,4,0,5,1,2018,1
qatar-airways,10,deserve all the critical acclaims, United Kingdom ,2018-01-11,A350 / Boeing 787,Solo Leisure,Business Class,Hong Kong to Vienna via Doha,January 2018,5,5,4,4,5,4,4,1,2018,1
qatar-airways,10,haven't experienced a better airline, United Kingdom ,2018-01-10,Boeing 777 ER,Solo Leisure,Business Class,Miami to Mumbai via Doha,January 2018,5,5,5,5,5,0,5,1,2018,1
qatar-airways,7,book this aircraft in future, United Kingdom ,2018-01-07,A350-900,Business,Economy Class,New York JFK to Doha,January 2018,4,3,4,4,1,0,4,1,2018,1
qatar-airways,4,baggage delivery in Houston unacceptable, United Kingdom ,2018-01-02,Boeing 777-200LR,Solo Leisure,Business Class,Doha to Houston,December 2017,3,5,5,3,1,0,3,1,2018,1
qatar-airways,9,cabin crew professionalism, Greece ,2018-01-02,,Business,Economy Class,Doha to Athens,January 2017,5,5,5,5,5,0,4,1,2018,1
qatar-airways,8,A very pleasant airline, Greece ,2018-01-01,,Business,Economy Class,Doha to Dubai,January 2017,4,4,4,4,4,0,4,1,2018,1
qatar-airways,9,a pleasant experience, Greece ,2018-01-01,,Business,Economy Class,Dubai to Doha,January 2017,4,5,4,5,5,0,4,1,2018,1
qatar-airways,10,excellent service with a smile, Greece ,2017-12-31,Boeing 777-300ER,Solo Leisure,Business Class,Berlin Tegel to Incheon via Doha,December 2017,5,5,5,5,4,5,5,1,2017,12
qatar-airways,3,woke up just before landing, Greece ,2017-12-23,A330-300 / Boeing 787-8,Solo Leisure,Economy Class,Milan to Jakarta via Doha,October 2017,2,4,2,2,4,0,2,0,2017,12
qatar-airways,10,one of the best airlines, Greece ,2017-12-23,,Family Leisure,Economy Class,Munich to Male via Doha,December 2017,5,5,5,5,5,4,5,1,2017,12
qatar-airways,10,an amazing experience, Greece ,2017-12-23,,Family Leisure,Business Class,Maldives to Doha,December 2017,5,5,5,5,5,4,5,1,2017,12
qatar-airways,8,best experience on our flight, Greece ,2017-12-22,A380,Couple Leisure,Economy Class,Melbourne to London via Doha,December 2017,4,4,4,3,5,0,3,1,2017,12
qatar-airways,10,become my airline of choice, Greece ,2017-12-18,A350,Couple Leisure,Business Class,Doha to Philadelphia,December 2017,4,5,5,5,2,0,5,1,2017,12
qatar-airways,10,The best traveling experience, Greece ,2017-12-18,Boeing 777-300,Couple Leisure,Business Class,Manila to Doha,December 2017,4,5,5,5,2,0,5,1,2017,12
qatar-airways,9,would definitely recommend them, United Kingdom ,2017-12-07,,Solo Leisure,Economy Class,Bangkok to London via Doha,December 2017,4,5,5,5,5,5,4,1,2017,12
qatar-airways,8,modern and clean impression, United Kingdom ,2017-12-07,Boeing 777-200LR,Couple Leisure,Economy Class,Auckland to Doha,November 2017,4,3,5,4,3,0,5,1,2017,12
qatar-airways,5,very mixed experience, United Kingdom ,2017-12-06,A380 and 777,Couple Leisure,Business Class,Paris to Perth via Doha,November 2017,5,5,5,4,1,0,5,1,2017,12
qatar-airways,6,inflight service was really nice, United Kingdom ,2017-12-04,Boeing 787-8,Family Leisure,Business Class,BKK to DOH,June 2017,5,5,4,4,1,2,3,1,2017,12
qatar-airways,5,no communication from Qatar Airways, United Kingdom ,2017-12-01,A380,Solo Leisure,Business Class,London to Sydney via Doha,November 2017,5,4,4,4,1,0,4,0,2017,12
qatar-airways,9,good service beyond expectations, United Kingdom ,2017-11-28,A380,Business,Business Class,Doha to Guangzhou,November 2017,4,5,3,5,5,4,4,1,2017,11
qatar-airways,10,Business class was superb, United Kingdom ,2017-11-28,A380,Couple Leisure,Business Class,London to Melbourne via Doha,November 2017,5,5,5,5,5,4,5,1,2017,11
qatar-airways,10,such a comfortable flight, United Kingdom ,2017-11-28,A380 / A350 / Boeing 787,Couple Leisure,Business Class,Melbourne to Oslo via Doha,November 2017,5,5,5,4,5,4,5,1,2017,11
qatar-airways,9,The seat is excellent, United Kingdom ,2017-11-24,Boeing 787,Couple Leisure,Business Class,Doha to London,November 2017,5,5,5,5,4,3,4,1,2017,11
qatar-airways,1,still refusing me any refund, United Kingdom ,2017-11-24,Boeing 787,Family Leisure,Business Class,Barcelona to Hong Kong via Doha,September 2017,3,5,3,3,1,3,1,0,2017,11
qatar-airways,2,my ticket was not honoured, Australia ,2017-12-18,,Solo Leisure,Economy Class,Melbourne to Larnaca via Doha,October 2017,4,4,4,4,2,0,1,0,2017,12
qatar-airways,8,amazing food, Australia ,2017-12-18,Boeing 787-8 & A380,Solo Leisure,Economy Class,Jakarta to Paris via Doha,October 2017,4,5,5,3,3,0,5,1,2017,12
qatar-airways,5,No amenity kit in economy class, Australia ,2017-12-17,A380,Solo Leisure,Economy Class,Doha to Paris,August 2017,4,2,1,3,3,3,4,0,2017,12
qatar-airways,10,it feels a bit crowded, Australia ,2017-12-12,Boeing 777-300,Couple Leisure,Economy Class,Doha to Manila,December 2017,4,5,5,5,3,0,5,1,2017,12
qatar-airways,10,the service is outstanding, Australia ,2017-12-12,A350,Couple Leisure,Economy Class,Philadelphia to Doha,December 2017,4,5,5,5,3,0,5,1,2017,12
qatar-airways,10,enjoyed the quality of service, Australia ,2017-12-11,Boeing 7777-300ER / A330,Solo Leisure,Premium Economy,Muscat to Kochi via Doha,November 2017,5,5,5,5,5,0,5,1,2017,12
qatar-airways,8,allowed to move to a better seat, Australia ,2017-12-11,Boeing 777-300ER,Business,Economy Class,Bangkok to Ho Chi Minh City,December 2017,4,5,3,3,4,0,5,1,2017,12
qatar-airways,8,extraordinary service and food, Australia ,2017-12-10,"A330-200, A380",Solo Leisure,Business Class,Venice to Bangkok via Doha,December 2017,4,4,5,5,5,0,4,1,2017,12
qatar-airways,1,if I will ever be reimbursed, Australia ,2017-12-09,,Business,Economy Class,Sydney to Doha,November 2017,0,0,0,0,1,0,1,0,2017,12
qatar-airways,7,was a pleasant flight for us, Australia ,2017-12-07,Boeing 777-300ER,Couple Leisure,Economy Class,Doha to Perth,October 2017,4,3,5,4,4,0,5,1,2017,12
singapore-airlines,6,airline has good inflight service, United States ,2022-07-18,A350,Couple Leisure,Economy Class,San Francisco to Phnom Penh via Singapore,July 2022,3,5,4,5,2,0,5,1,2022,7
singapore-airlines,9,perceptions can be very different, United States ,2022-07-13,A350-900,Business,Business Class,Singapore to Melbourne,July 2022,5,5,4,5,3,4,4,1,2022,7
singapore-airlines,1,little to no choices for me, United States ,2022-07-13,A350,Business,Business Class,Singapore to Melbourne,July 2022,1,3,1,1,3,3,1,0,2022,7
singapore-airlines,1,service and amenity-cuts, United States ,2022-07-13,A350,Business,Business Class,Munich to Singapore,July 2022,2,3,1,0,3,0,1,0,2022,7
singapore-airlines,2,cancelled my flight for operational reasons, United States ,2022-07-10,,Solo Leisure,Economy Class,singapore to sydney,April 2022,3,3,3,3,4,0,1,0,2022,7
singapore-airlines,10,cabin crew some of the best , United States ,2022-07-07,A350-900,Solo Leisure,Business Class,Hong Kong to Singapore,June 2022,5,5,4,4,4,5,4,1,2022,7
singapore-airlines,9,Truly friendly staff, United States ,2022-07-07,Boeing 737-8,Couple Leisure,Economy Class,Singapore to Siem Reap,June 2022,4,5,4,4,5,4,4,1,2022,7
singapore-airlines,6,it was a far cry from the past, United States ,2022-07-06,,Solo Leisure,Business Class,Phuket to San Francisco via Singapore,June 2022,2,3,2,2,3,0,3,0,2022,7
singapore-airlines,2,the crew seemed to be overworked and de-motivated, United States ,2022-07-02,Boeing 787,Family Leisure,Economy Class,Ho Chi Minh to Denpasar ,June 2022,2,1,2,1,4,1,1,0,2022,7
singapore-airlines,9,Thanks to ground staff, United States ,2022-06-25,,Solo Leisure,Economy Class,London to Singapore,June 2022,5,5,4,5,5,0,5,1,2022,6
singapore-airlines,9,Would happily fly with them again, United Kingdom ,2022-12-01,A350/A380,Solo Leisure,Economy Class,London Heathrow to Auckland via Singapore/Sydney,November 2022,4,5,4,4,4,0,3,1,2022,12
singapore-airlines,5,offer me the Business Class entrée, United Kingdom ,2022-11-28,Boeing 737-800,Solo Leisure,Economy Class,Danang to Singapore,November 2022,3,1,1,1,2,0,3,0,2022,11
singapore-airlines,10,hard-working cabin crew, United Kingdom ,2022-11-24,A350-900,Couple Leisure,Economy Class,SIN to LHR,November 2022,4,5,5,5,5,5,4,1,2022,11
singapore-airlines,10,lived up to high expectations, United Kingdom ,2022-11-24,A350-900,Couple Leisure,Economy Class,London to Singapore,November 2022,4,5,5,5,4,5,4,1,2022,11
singapore-airlines,9,provides excellent service , United Kingdom ,2022-11-24,,Couple Leisure,Economy Class,Sydney to Copenhagen via Singapore,October 2022,4,5,5,5,5,0,5,1,2022,11
singapore-airlines,10,maybe the best experience, United Kingdom ,2022-11-24,A350-900ULR,Solo Leisure,Premium Economy,New York to Singapore,November 2022,5,5,5,5,5,0,5,1,2022,11
singapore-airlines,5,seats were super uncomfortable, United Kingdom ,2022-11-23,,Couple Leisure,Economy Class,Singapore to Manchester,November 2022,1,2,2,0,5,0,2,0,2022,11
singapore-airlines,8,the cabin crew were excellent, United Kingdom ,2022-11-16,A350,Couple Leisure,Business Class,Singapore to Brisbane,November 2022,4,5,3,0,5,0,4,1,2022,11
singapore-airlines,1,pay SGD 1700 to rebook the flight change, United Kingdom ,2022-11-15,,Solo Leisure,Economy Class,Frankfurt to Singapore,June 2022,3,3,3,3,1,0,1,0,2022,11
singapore-airlines,6,chicken curry for breakfast?, United Kingdom ,2022-11-14,,Couple Leisure,Economy Class,Melbourne to Cape Town via Singapore,November 2022,3,3,1,3,3,0,3,1,2022,11
singapore-airlines,5,I am not impressed, Hong Kong ,2022-09-04,A350-900,Couple Leisure,Premium Economy,San Francisco to Singapore,September 2022,3,4,2,1,2,3,2,0,2022,9
singapore-airlines,2,My meal was very poor, Hong Kong ,2022-09-04,A350,Business,Business Class,Sydney to Singapore,September 2022,4,4,1,1,2,4,2,0,2022,9
singapore-airlines,1,requested to provide a seat together, Hong Kong ,2022-08-27,,Family Leisure,Economy Class,Singapore to Melbourne,August 2022,1,1,0,0,1,0,1,0,2022,8
singapore-airlines,1,all special meals has been handed out, Hong Kong ,2022-08-25,,Couple Leisure,Economy Class,Denpasar to Singapore,August 2022,3,1,1,1,3,0,1,0,2022,8
singapore-airlines,1,said it was Lufthansa’s fault, Hong Kong ,2022-08-24,,Solo Leisure,Economy Class,Sydney to Munich via Singapore ,August 2022,1,1,0,0,1,0,1,0,2022,8
singapore-airlines,10,an amazing experience, Hong Kong ,2022-08-21,A350-900,Family Leisure,Business Class,Singapore to Amsterdam,August 2022,5,5,5,4,4,5,5,1,2022,8
singapore-airlines,10,definitely fly with Singapore Airlines again, Hong Kong ,2022-08-19,A350-900,Solo Leisure,Economy Class,Bangkok to Singapore ,August 2022,5,5,5,5,5,4,5,1,2022,8
singapore-airlines,3,meal was very poor in quantity and quality, Hong Kong ,2022-08-14,A380,Couple Leisure,Economy Class,London Heahrow to Singapore,July 2022,4,1,1,4,3,3,1,0,2022,8
